clean_text,polarity
rt dailysabah israel to lend palestine  million doses of soontoexpire covid vaccinesshttpstcoqbdyzuu,0.0
biocubafarma says phase  clinical trial results for cuban covid vaccines are due out in a few days soberana with and without booster and abdala were tested in k volunteers in havana and eastern cuba biocubafarma finlayinstituto cdadc wolaorg aperezriverol httpstcogkrwldjxm,-0.1625
pin code sbsmdeenanath hosp pvt pmcsvaccines covishieldsmin age limit sdose capacity  httpstcoaladmxxru,-0.75
pin code sbmccdeenanath hospital pvtsvaccines covishieldsmin age limit sdose capacity  httpstconetnnynpdg,-0.75
pin code spoona hospital pmc psvaccines covishieldsmin age limit sdose capacity sdose capaci httpstcobnjwenhoao,-0.75
pin code sdistrict hospital aundhsvaccines covaxinsmin age limit sdose capacity sdose capa httpstcoiiqushwqe,-0.75
as per reports israel prime minister pm naftalibennett said that israel will provide million covid vaccine doses to palestine an agreement was signed by the newly elected government for sending the vaccines httpstcokyghoej,0.13636363636363635
 june  latest number of covid statistics in south africa coronavirussa                              httpstcoofdkjzuaof,0.5
as of june th tampt has administered  doses of a whoapproved covid vaccine the country has approximately  of available stock remainingssin tobago that number is lower at  june th with  sinopharm doses arriving on mondaysshttpstconsihqxxpu httpstcocvgwslnmxl,0.0
africa is in the midst of a fullblown third wave moetitshidi said the sobering trajectory of surging cases should draw everyone to urgent action ssweve seen in india and elsewhere how quickly covid can rebound and overwhelm health systemsshttpstcocemrzeidyr,0.14444444444444446
rt billius precisely time to stop compromising health safety httpstcoplzunpczp,0.4
im pleased to welcome the wecandothis bus to atlanta today remember there are  easy ways to find a covid vaccine near you  s search httpstcodpdwipso  stext your zip code to   s call  httpstcoammcmmctip,0.5083333333333333
aipac will aipac tell the world that israel has sold expired vaccines to palestinians which could have been disastrous to palestinians making the covid crisis far worse leading to more palestinian deaths thisisisrael httpstcowtpnxmsvs,-0.125
watch how do vaccines work in our bodies and how do they protect us covid vaccinatetosavesouthafrica httpstcoodtpirwn httpstcolxxelpe,0.0
rt healthza  june  latest number of covid statistics in south africa coronavirussa                              httpstcoof,0.5
sspeople are free to believe that covid is a hoax and to argue that vaccines are a plotbut there is no constitutional right to put other peoples health at risk as such there are places where you should not work unless you are vaccinatedsshttpstcoxivwoctrfp,0.14017857142857146
can i be fired if i dont get vaccinated sscan i ask my employee to get vaccinated ssthese were some question httpstcozkhogiu,0.0
vaccinesnepal covid vaccinequity please snepal in desperate need of covid vaccines health official warns httpstcouvmgccrfju,-0.6
rt amitaryamd list of vaccines which dont work against covid variants after  dosesssss s sspleasego and get vaccinated ,0.0
covid vaccines have been deemed safe for ibd patients according to a recent study by ibdcedarssinai published httpstcoeayvrgw,0.25
we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our overstretched health workerssworld we need each other ssoxygen failure kills  covid patients at mulago  httpstcookiugfz via dailymonitor,-0.2364583333333333
africa is in the midst of a fullblown third wave moetitshidi said the sobering trajectory of surging cases should draw everyone to urgent action ssweve seen in india and elsewhere how quickly covid can rebound and overwhelm health systemsshttpstcocemrzeidyr,0.14444444444444446
dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa httpstcosogiroihoc,0.13333333333333333
im pleased to welcome the wecandothis bus to atlanta today remember there are  easy ways to find a covid vaccine near you  s search httpstcodpdwipso  stext your zip code to   s call  httpstcoammcmmctip,0.5083333333333333
covid vaccines reach the remotest places of jammu amp kashmirs gujjars bakarwals community sshealthcare staff bjpindia and rssorg karyakartas travel long distances in terrains to take forward the vaccinationdrive httpstcosfnnxzfsrv,-0.05
healthcare systems nationwide are taking action to be more diverse inclusive and equitable  howeverssemployee vaccination mandates of the covid vaccines are literally inequitable healthcare  clinical trials do not adequately represent minorities or all genders,0.18611111111111112
please do your research first if you read or see something about vaccines or covid that sounds unusualssspreading disinfo means people wont get vaccinated out of fearssthat will lead to more deathsssamericas frontline doctors not to be trustedsshttpstcojykgprqrs httpstcoyqerfcq,0.31666666666666665
excited to be racing at roadamerica this weekend come on another drive with me to vaccinequity amp gogiveone to get vaccines to everyone everywhere lets help vaccinate the world against covid httpstcorgzoxlw indycar whofoundation who httpstcohtrvkkvisq,0.375
in africa covid cases have increased by  just in the past week amp deaths have increased by  sswe expect things to only get worsessless than  of africas population has been vaccinated vaccines donated next year will be far too late ssdrtedros who vaccinequity httpstcowowviwwfc,-0.14523809523809522
aipac will aipac tell the world that israel has sold expired vaccines to palestinians which could have been disastrous to palestinians making the covid crisis far worse leading to more palestinian deaths thisisisrael httpstcowtpnxmsvs,-0.125
so far us citizens have had the choice of rnabased vaccines the novavax vaccine uses an entirely different technology covid httpstcotxzxjxmz,0.05
rt wef study most people support sharing vaccines with other countries httpstcolrzjobfva covid vaccines httpstcoqpbtfhime,0.1875
all uk adults are now eligible for their covid vaccine ssthe vaccines are safe and effective at preventing you from getting ill from covid  even the delta variant ssdromonimohi explains moressteamhalo vaccineswork httpstcotssmxmons,0.275
rt healthza  june  latest number of covid statistics in south africa coronavirussa                              httpstcoof,0.5
as of june th tampt has administered  doses of a whoapproved covid vaccine the country has approximately  of available stock remainingssin tobago that number is lower at  june th with  sinopharm doses arriving on mondaysshttpstconsihqxxpu httpstcocvgwslnmxl,0.0
today kingstonhsc reached the milestone of  covid vaccines givenand one of them was minesnd dose do httpstcorircfxcr,0.0
rt healthza  june  latest number of covid statistics in south africa coronavirussa                              httpstcoof,0.5
my mothers and mine discussion about the covid vaccines went south i explained which are available here and th httpstcovmdcfzgal,0.4
yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy responses to covid  i have condensed his  minutes on the hirewire to  twitter size edits starting with an overview of interventions and vaccines httpstcopatfykyuz httpstcowcvqswd,3.7007434154171876e-17
rt healthza  june  latest number of covid statistics in south africa coronavirussa                              httpstcoof,0.5
israelmfa israel is a brutal nazilike entity it sent expired vaccines to palestinians to further worsen the c httpstcokrdxynbi,-0.4375
teamtoronto covid vaccination update for june   vaccine doses have been administered in the city for info about vaccines in toronto httpstcovufjfiubs httpstconbyclnqap,0.0
please do your research first if you read or see something about vaccines or covid that sounds unusualssspreading disinfo means people wont get vaccinated out of fearssthat will lead to more deathsssamericas frontline doctors not to be trustedsshttpstcojykgprqrs httpstcoyqerfcq,0.31666666666666665
israelmfa israel is a brutal nazilike entity it sent expired vaccines to palestinians to further worsen the covid pandemic israel could have sent the vaccines to palestinians it occupies or ppl who need them in africa or asia but instead it let the vaccines expire sthisisisrael httpstconopwpahxo,-0.4375
im really enjoying how he lays out all the stats of these things ,0.5
all uk adults are now eligible for their covid vaccine ssthe vaccines are safe and effective at preventing you from getting ill from covid  even the delta variant ssdromonimohi explains moressteamhalo vaccineswork httpstcotssmxmons,0.275
biocubafarma says phase  clinical trial results for cuban covid vaccines are due out in a few days soberana with and without booster and abdala were tested in k volunteers in havana and eastern cuba biocubafarma finlayinstituto cdadc wolaorg aperezriverol httpstcogkrwldjxm,-0.1625
some good news for friday yesterday we had our highest daily administration of vaccines at over  on course for up to  this week hospital covid inpatients down to   hospitals with  or less  in icu as always lets protect this huge progress hselive,0.1555555555555556
israelmfa israel is a brutal nazilike entity it sent expired vaccines to palestinians to further worsen the covid pandemic israel could have sent the vaccines to palestinians it occupies or ppl who need them in africa or asia but instead it let the vaccines expire sthisisisrael httpstconopwpahxo,-0.4375
ontario has administered over  million doses of covid vaccines ssvaccines work the best vaccine for your second dose is first vaccine thats offeredsslearn more httpstcosqwdadz httpstconwsakcco,0.4375
please do your research first if you read or see something about vaccines or covid that sounds unusualssspreading disinfo means people wont get vaccinated out of fearssthat will lead to more deathsssamericas frontline doctors not to be trustedsshttpstcojykgprqrs httpstcoyqerfcq,0.31666666666666665
israelmfa israel is a brutal nazilike entity it sent expired vaccines to palestinians to further worsen the covid pandemic israel could have sent the vaccines to palestinians it occupies or ppl who need them in africa or asia but instead it let the vaccines expire sthisisisrael httpstconopwpahxo,-0.4375
yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy responses to covid  i have condensed his  minutes on the hirewire to  twitter size edits starting with an overview of interventions and vaccines httpstcopatfykyuz httpstcowcvqswd,3.7007434154171876e-17
people over politics israel is delivering more than a million doses of covid vaccines to the palestinian authority to help it fight the corona pandemic httpstcokgekgszekr,0.5
can you mix and match covid vaccines  via usnews  httpstcoravadldqhcsscovid covidvaccine httpstcowftlcpgb,0.0
can you mix and match covid vaccines  via usnews  httpstcoravadldqhcsscovid covidvaccine  vaxnews  vaccines vaccineswork covidvaccines  covidvaccine vaccination,0.0
africa is in the midst of a fullblown third wave moetitshidi said the sobering trajectory of surging cases should draw everyone to urgent action ssweve seen in india and elsewhere how quickly covid can rebound and overwhelm health systemsshttpstcocemrzeidyr,0.14444444444444446
where the wet gyal in he pose gone,-0.1
dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa,0.13333333333333333
victorydayhope please do your research before you spread false information about vaccines,-0.4000000000000001
im pleased to welcome the wecandothis bus to atlanta today remember there are  easy ways to find a covid vaccine near you  s search httpstcodpdwipso  stext your zip code to   s call  httpstcoammcmmctip,0.5083333333333333
israelmfa israel is a brutal nazilike entity it sent expired vaccines to palestinians to further worsen the covid pandemic israel could have sent the vaccines to palestinians it occupies or ppl who need them in africa or asia but instead it let the vaccines expire sthisisisrael httpstconopwpahxo,-0.4375
vaccines are essential but if the surge has begun african countries need much moressend oxygenssend essential supplies sensure rational evidence based caresstop wastage on irrational treatmentsssend health workers semphasise ventilation amp fresh air flowsand more,0.21666666666666667
the timely delivery of covid vaccines is crucial ssi welcome todays decision by the belgian court of first instance ordering astrazeneca to urgently deliver  million doses to  as follows  million doses by  july  million by  august  million by  september,0.35000000000000003
its true covid vaccines will not give you the virus the vaccines teach your body how to react so you have the best immunity if you ever come in contact with the virus ssisaidyesga vaccinatega httpstcodaydfkrzj,0.675
nicolasturgeon reports that whereas around  of positive covid cases ended up in hospital at the beginning of the year it is now down to around  this shows the vaccines are having an effect,0.03585858585858584
its long past the time to pull the plug on the covid vaccines fortunately we have multiple options for safe effective inexpensive early treatment of the virus these vaccines are shaping up to be disastrous factsnotfear,0.07500000000000004
bathong lena a se yona mass gathering ro topa topa covid mos,0.0
aipac will aipac tell the world that israel has sold expired vaccines to palestinians which could have been disastrous to palestinians making the covid crisis far worse leading to more palestinian deaths thisisisrael httpstcowtpnxmsvs,-0.125
israel will deliver more than a million doses of covid vaccines to the palestinian authority to help it fight the corona pandemicssthe st delivery consisting of  vaccines was transfered to the pa friday afternoon through bitunia crossingshttpstcomlwwrj,0.5
 dr tedros warns vaccines donated next year will be far too late for those who are dying or being infected or w httpstcoqojwffpxr,-0.06666666666666668
unconvinced of the utilitywe must decry the practice entirely these vaccines have not been adequately tested are associated with disastrous adverse events and are completely unnecessary for children who have zero risk from covid factsnotfear,-0.21666666666666667
africa is in the midst of a fullblown third wave moetitshidi said the sobering trajectory of surging cases should draw everyone to urgent action ssweve seen in india and elsewhere how quickly covid can rebound and overwhelm health systemsshttpstcocemrzeidyr,0.14444444444444446
rt healthza  june  latest number of covid statistics in south africa coronavirussa                              httpstcoof,0.5
dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa,0.13333333333333333
get vaccinated lets beat covid wecandothis sshttpstcosjjjtqurx,0.0
thanks for the interview for this very insightful article joannachiu its great to see a canadian analysis httpstcolrwoljrh,0.4000000000000001
vanuatu received this batch of  sinopharm covid vaccine doses and  syringes donated by china on june  this makes it the second pacificisland country to receive chinese vaccines after solomon islands find out more here httpstcozdkhxhhb httpstconzmxmjtqm,0.16666666666666666
sspeople are free to believe that covid is a hoax and to argue that vaccines are a plotbut there is no constitutional right to put other peoples health at risk as such there are places where you should not work unless you are vaccinatedsshttpstcoxivwoctrfp,0.14017857142857146
covid may be new but the covid vaccines are built on trusted work that goes back decades  scovid vaccines are safe and effective get vaccinated as soon as you can learn more httpstcomakfwz httpstcopgnxwp,0.3472727272727273
pin code sbharati hospital dhank pmcpsvaccines covishieldsmin age limit sdose capacity sdos httpstcojobkccafv,-0.75
pin code spoona hospital pmc psvaccines covishieldsmin age limit sdose capacity sdose capacit httpstcowtvowopjx,-0.75
pin code sdistrict hospital aundhsvaccines covaxinsmin age limit sdose capacity sdose capa httpstcoqqkcddk,-0.75
pin code sbsmdeenanath hosp pvt pmcsvaccines covishieldsmin age limit sdose capacity  httpstcovoylihb,-0.75
pin code sbmccdeenanath hospital pvtsvaccines covishieldsmin age limit sdose capacity  httpstcohodrnox,-0.75
israelmfa israel is a brutal nazilike entity it sent expired vaccines to palestinians to further worsen the covid pandemic israel could have sent the vaccines to palestinians it occupies or ppl who need them in africa or asia but instead it let the vaccines expire sthisisisrael httpstconopwpahxo,-0.4375
yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy responses to covid  i have condensed his  minutes on the hirewire to  twitter size edits starting with an overview of interventions and vaccines httpstcowcvqswd,3.7007434154171876e-17
im pleased to welcome the wecandothis bus to atlanta today remember there are  easy ways to find a covid vaccine near you  s search httpstcodpdwipso  stext your zip code to   s call  httpstcoammcmmctip,0.5083333333333333
always good when your partner gives the same answer to the same questions if he had twitter id tag kyle but httpstcoicbbqxlgt,0.2333333333333333
fucking hell we finally reached  milly,-0.3
yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy responses to covid  i have condensed his  minutes on the hirewire to  twitter size edits starting with an overview of interventions and vaccines httpstcowcvqswd,3.7007434154171876e-17
africa is in the midst of a fullblown third wave moetitshidi said the sobering trajectory of surging cases should draw everyone to urgent action ssweve seen in india and elsewhere how quickly covid can rebound and overwhelm health systemsshttpstcocemrzeidyr,0.14444444444444446
we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our overstretched health workerssworld we need each other ssoxygen failure kills  covid patients at mulago  httpstcookiugfz via dailymonitor,-0.2364583333333333
a new eurobarometereu survey shows  of europeans intend to get vaccinated against covid this year but people aged under  are more hesitantss also believe the eu plays a key role in ensuring access to vaccines in their country ssmore info  strongertogether,0.20727272727272728
cphocanada justintrudeau coronavirus covid fordnation celliottability epdevilla pattyhajdu utah mom blam httpstcomfsfuwsfw,0.0
 june  covid in south africa ssdaily test positivity rate at  today thats a positive test for every  tests processed ssthe increase in test positivity rate day average at  confirming the rapid rise in infections ssridtweetsoncovid coronavirus httpstcolkarzlmwgg,0.02575757575757576
rt healthza  june  latest number of covid statistics in south africa coronavirussa                              httpstcoof,0.5
you can get a covid vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait  days between vaccines side effects are the same if vaccines are given alone or together s smore about vaccine timing httpstcobvmnxdle httpstcorwrrzhkdeg,0.09375
dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa,0.13333333333333333
rt healthza  june  latest number of covid statistics in south africa coronavirussa                              httpstcoof,0.5
israel will deliver more than a million doses of covid vaccines to the palestinian authority to help it fight the corona pandemicssthe st delivery consisting of  vaccines was transfered to the pa friday afternoon through bitunia crossingshttpstcomlwwrj,0.5
covid vaccines in healthy young people poses an ethical question as well as a benefit risk question is risk of myocarditis in your child worth it for the greater good to protect older peopleat risks groups already vaccinated i cannot accept that its a fair risk for children,0.3958333333333333
in africa the aids rammed like rabid dogs into communities amp killing off generations societies who couldnt aff httpstcoefynuswfj,0.0
africa is in the midst of a fullblown third wave moetitshidi said the sobering trajectory of surging cases should draw everyone to urgent action ssweve seen in india and elsewhere how quickly covid can rebound and overwhelm health systemsshttpstcocemrzeidyr,0.14444444444444446
every man woman and child on the planet  regardless of financial condition race religion or geography  deserves access to lifesaving covid vaccines and the world is looking to g leaders to shoulder the responsibility to help vaccinate people in all countries httpstcouidpbydqt,0.0
ianabne wire britishairways kmacbean if those pilots were recently vaccinated with not sufficiently teste httpstcotpirlhgdz,0.0
